"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MYB",-0.672335487563821,-1.72344128671529,-9.73628187158755,1.80516839715373e-21,2.44466248439899e-20,37.4957027581837
"NELFCD",-0.448844326680216,4.70215660291175,-9.73473181475846,1.83049793579861e-21,2.47742546714607e-20,37.4819240781043
"B3GALT2",-0.76529878822157,-0.964802780918998,-9.72976478885974,1.91406018159638e-21,2.58891194022254e-20,37.4377836949397
"CDK4",-0.390702535090513,6.56071878844832,-9.72783081217419,1.94760891627268e-21,2.63265498049514e-20,37.4206021013433
"THBD",1.07099076290073,0.930946688459251,9.72718103716288,1.95901081263435e-21,2.64642564211423e-20,37.4148300860475
"RAB3A",0.605415742964766,1.87920276168093,9.71698338695261,2.14686507023741e-21,2.89840086000453e-20,37.3242851753773
"MORN4",0.388184480718161,2.92835399897966,9.71109746114509,2.26330367063549e-21,3.05370817233111e-20,37.2720598543808
"CHTOP",-0.295787997497992,5.4483762893034,-9.70892071409389,2.3079319306491e-21,3.11199484955717e-20,37.2527524014364
"RNF170",0.304148337543749,3.26504357988261,9.70843553885216,2.31799732926505e-21,3.12363400152662e-20,37.2484494510834
"PSMG2",-0.30182386202475,5.24406784693821,-9.70251825763888,2.4443127070216e-21,3.2918154441286e-20,37.1959842602682
"BFSP1",0.499825753863811,1.40514273677632,9.70240486979096,2.44679860392538e-21,3.29312795426399e-20,37.1949791730497
"MS4A12",0.295353192067868,-3.15341940758374,9.70029120574246,2.49359944816078e-21,3.35314256215866e-20,37.1762451135828
"SLC39A8",0.694855570626336,1.44517324056395,9.70025238638919,2.494467229582e-21,3.35314256215866e-20,37.175901077255
"ZNF365",0.667607133029508,0.929322507016077,9.69932199156118,2.5153553505227e-21,3.37913644191674e-20,37.1676557990224
"CALML4",-0.662814763089754,0.430277373797722,-9.69158856440247,2.69581878156106e-21,3.61934018793687e-20,37.0991465442548
"DGCR8",-0.283718931519835,4.07167312500742,-9.68373436224783,2.89222521469363e-21,3.87906654617325e-20,37.0296137306876
"RAB44",0.306419924347163,-2.78369928651648,9.6837108863265,2.89283301401172e-21,3.87906654617325e-20,37.0294059697288
"SMCHD1",-0.350048032491801,3.9816072655306,-9.67706483464948,3.07009014462153e-21,4.11422289368409e-20,36.9706054774665
"SAAL1",-0.43151239706592,3.73875542337986,-9.67656553853748,3.08383336646039e-21,4.13010012631665e-20,36.966189341079
"GCC2",0.419166069888671,3.74329697098953,9.67627181048809,3.0919467422265e-21,4.13842257451569e-20,36.963591485798
"PRB2",0.573576097181686,-2.52888627406693,9.67471664462404,3.13525730368279e-21,4.19381563212081e-20,36.9498380301587
"SLC52A1",0.570037440699464,-2.11943964416932,9.67440408885312,3.14403407828188e-21,4.20297561753142e-20,36.9470740948967
"NUP205",-0.347689932538573,4.42539568366946,-9.67060924509849,3.25255744708535e-21,4.34538484193684e-20,36.9135221454801
"MS4A4E",0.267188637906826,-3.02257224067566,9.67017405311719,3.26523766066896e-21,4.3596524893368e-20,36.9096751121099
"ARL8A",0.344153745128277,5.18553163765787,9.66945274063681,3.28636252012711e-21,4.3851708091592e-20,36.9032991317662
"LINC01449",0.472661276756924,-2.73994629574789,9.66815150301376,3.32481445694676e-21,4.43376419931885e-20,36.8917979504611
"PCDHGA4",0.650052325699038,1.49934003790349,9.66803229126159,3.32835940432564e-21,4.43577684527557e-20,36.8907443439641
"VTCN1",0.594254826618168,-2.60090318796288,9.66679131916445,3.36548473328342e-21,4.48251297911037e-20,36.8797771370747
"DAZAP1",-0.459690198859155,5.74263852808409,-9.6649669163213,3.42081021953996e-21,4.55341812362711e-20,36.8636559275247
"RNF149",0.30234173346194,4.31400139048077,9.66440361544855,3.43807380162489e-21,4.57360367139233e-20,36.8586788684772
"USP20",0.364877896398488,3.37345185993758,9.66106730445685,3.5421060443003e-21,4.70912084840169e-20,36.8292057440382
"FAIM",-0.384134364742963,2.81236351910558,-9.66077275103124,3.55143919031521e-21,4.71864999737612e-20,36.8266040512875
"ZNF714",-0.504626326289601,1.39681598579607,-9.66029504892174,3.56662735771439e-21,4.73594211606317e-20,36.8223848068978
"SH2D1B",0.422607101208557,-2.69044412904676,9.65513736155456,3.73476625673068e-21,4.95618494117914e-20,36.7768412042851
"RPL5",-0.377711362627467,9.65499397019673,-9.65373922757373,3.78168221802402e-21,5.01538986796977e-20,36.764498828064
"LIG4",0.354169719203958,2.94431248352307,9.65254531944814,3.82220694734962e-21,5.06605166561728e-20,36.7539604810594
"HNRNPA1P33",-0.63056645238834,0.89357526807896,-9.65152664969547,3.85712347071461e-21,5.10922312625358e-20,36.7449697775888
"PPBP",0.608955157668719,-2.86728641292195,9.65138228709718,3.8620972225205e-21,5.11270343127107e-20,36.7436957077662
"RAB11FIP5",0.392213218800908,4.93157228007094,9.64906364981632,3.94285769164225e-21,5.21644621134697e-20,36.7232347791148
"PPP1R3F",0.406718592190483,1.38353361994989,9.64842981928579,3.96522431612826e-21,5.2428542383759e-20,36.7176422208846
"PSMG3-AS1",0.513349098793633,1.38726417468347,9.64780935146538,3.98724112410679e-21,5.26876798631213e-20,36.7121678630424
"FOXL2NB",0.611440620228917,-1.62492713162568,9.64762175714551,3.99392156953965e-21,5.27439703031933e-20,36.7105127849028
"NOL11",-0.31642877029094,4.83051554144904,-9.64712784868512,4.01156327823697e-21,5.2936713226623e-20,36.7061553335607
"RSRC1",-0.294762770638279,3.2082837854043,-9.64707723692097,4.013375413051e-21,5.2936713226623e-20,36.7057088274788
"CD72",0.654967053167139,-0.510033758876025,9.64488831075345,4.09252985516392e-21,5.39481098269945e-20,36.6863995887209
"BTBD9",0.296370292469616,2.20343037416457,9.64428773341237,4.11451657089382e-21,5.4205148778583e-20,36.6811023343274
"PCDH12",0.475851145993998,-1.11945535851144,9.64124774394036,4.22761633640874e-21,5.56614863869163e-20,36.6542930089507
"ZDHHC13",-0.408363772255999,3.15097505632678,-9.63980870130991,4.28222310002356e-21,5.63464017811071e-20,36.6416047018241
"INPP5D",0.918978731328024,-0.101522318785247,9.63898364944245,4.31384552728787e-21,5.67282402170204e-20,36.6343307752553
"IPO11",-0.280913713996561,3.4577083010059,-9.63801638850401,4.35121317620403e-21,5.71851237089782e-20,36.6258037456478
"NCOA7",0.45655557363192,3.45806523098258,9.63585129529518,4.43602208300975e-21,5.82645697340461e-20,36.6067196276758
"MMP24",0.623181686587049,1.40070208260121,9.63536862172664,4.45515096738011e-21,5.84805660115739e-20,36.6024656084748
"DAZL",0.444177879536718,-3.03838626215207,9.63525278209322,4.45975396393018e-21,5.85057428501136e-20,36.6014446880383
"KCNJ12",0.542946745299006,-1.61177868289365,9.63346266412844,4.5314878048564e-21,5.94110224234783e-20,36.585669276904
"ADCY10",0.469646245410527,-2.52846090914772,9.63228426213674,4.57933149131717e-21,6.00021847238732e-20,36.5752859408191
"WNT2",-0.961637785292524,-1.15452758663418,-9.63191343839092,4.59449036226438e-21,6.01646304048924e-20,36.5720186938577
"NPM3",-0.47299077621016,5.21690519844292,-9.62997037853907,4.67473683854068e-21,6.1178688115196e-20,36.554900526871
"DUSP26",0.607998436379937,-2.47403050391364,9.62963337856454,4.68879519898201e-21,6.13258387669976e-20,36.5519318821224
"FANCD2OS",-0.41484826475665,-2.14641847998751,-9.62592006845652,4.84650081570529e-21,6.33504815682173e-20,36.5192269180206
"LINC00184",0.373859189201639,-2.63416144764515,9.6252347769659,4.87617444594559e-21,6.37001445906201e-20,36.5131923617397
"RIF1",-0.369668892774443,3.11587098895369,-9.62472945791287,4.89817034522798e-21,6.39491502831143e-20,36.5087428397936
"SLFN13",-0.685907108118908,-0.561836506263919,-9.62415384187661,4.92334594492667e-21,6.42393461915881e-20,36.5036745633442
"PNRC1",0.424038342781066,5.00519642604907,9.62400530498197,4.92986325043787e-21,6.4285888825279e-20,36.5023667427508
"ELF2",-0.311838347299991,3.47814811519098,-9.62091700721823,5.06732007829269e-21,6.60388184844484e-20,36.4751790538948
"ZNF219",0.484899041682278,3.31997843236664,9.61981532218801,5.11726802082027e-21,6.66498925126561e-20,36.4654821750463
"UBTD1",0.367164959352051,4.85814501395599,9.60690416157554,5.74025997206456e-21,7.47193935431821e-20,36.3519087453357
"FAM161A",-0.443708810736313,0.908613700851561,-9.60285767121811,5.95055500426885e-21,7.74105036077721e-20,36.3163397745465
"MAP3K4",-0.328054779621489,3.30082439642046,-9.60222260840571,5.98424471829778e-21,7.78023224413536e-20,36.3107586537119
"PCDHA12",0.59066788388928,-2.03868253761184,9.60062905068176,6.06961613077811e-21,7.88651970719469e-20,36.2967553464627
"SIVA1",-0.43668634667192,4.9551078881874,-9.59507803788739,6.37652792493647e-21,8.28036611944969e-20,36.2479912034945
"NUDT8",-0.479261712263157,1.62920872273459,-9.5928558355268,6.50365655669947e-21,8.44042146339973e-20,36.2284763354767
"CARD14",0.53652924255103,-0.956631222407066,9.58959267436136,6.69489954778339e-21,8.68344411584524e-20,36.1998268248179
"ROR1-AS1",0.419416729919389,-2.44853722196534,9.5893399235695,6.70994275347332e-21,8.69777826283068e-20,36.1976080922441
"COL20A1",0.300387184456684,-2.84242401949137,9.58772704335514,6.80672963950201e-21,8.81799279695296e-20,36.1834508263966
"TBC1D5",-0.322629298990207,4.07896382504212,-9.58627209863318,6.8952246096611e-21,8.92732883211619e-20,36.1706815602922
"DIRC1",0.458681464553648,-2.7927492594913,9.58351129278899,7.0662910301035e-21,9.1433777640116e-20,36.1464558889508
"CHD5",0.499736404465374,-2.19342348534842,9.58242918313755,7.13448206486081e-21,9.22613437349063e-20,36.1369621180498
"NXT2",-0.323795930927855,2.30147780291861,-9.58183765937993,7.17203307398455e-21,9.26919339751621e-20,36.1317728261915
"NHSL1",-0.505906293995357,1.64111853897655,-9.58177070299135,7.17629590162779e-21,9.26920496126079e-20,36.1311854511301
"CTSB",0.538375473238071,8.93582057101275,9.58046469503477,7.25994751590247e-21,9.37169765234093e-20,36.1197291768929
"B4GALT7",0.284069966689509,4.79184276286324,9.57452468931934,7.6527631190741e-21,9.87059442532568e-20,36.0676399772403
"YBX1",-0.29072901310281,8.17283081001237,-9.5744845739928,7.65548626838017e-21,9.87059442532568e-20,36.0672882886809
"RNF224",0.520538788450773,-1.45686319716042,9.57414857764788,7.67833242889143e-21,9.89419654793283e-20,36.0643426779137
"SLC34A3",0.538940846403516,-1.61149743028663,9.57137245498388,7.86969782934746e-21,1.01347940721916e-19,36.0400082761866
"CEP72",-0.45316449278212,0.870815429372048,-9.5647473043658,8.34568605919297e-21,1.07414352764214e-19,35.9819585575398
"PTGES3",-0.357671511381702,6.84013878374041,-9.56288195720813,8.48477325305512e-21,1.0914002903428e-19,35.9656203845852
"CLCN7",0.448486934060731,5.06748131091231,9.55970244179253,8.72716073448641e-21,1.12191641536554e-19,35.9377778149759
"PLEK",0.458098306181262,-2.64444155642088,9.55922663344558,8.76401869681078e-21,1.12599037384143e-19,35.9336118917424
"POLN",0.560122047163717,-0.25013280381208,9.55347919777699,9.22160366233112e-21,1.18408216736709e-19,35.8833040702065
"IZUMO4",0.588040328882814,0.237520492389414,9.5509582364314,9.42970292792477e-21,1.20992376247087e-19,35.8612458243243
"MXI1",0.518857767150748,3.61254123638807,9.55090721005294,9.43396270049568e-21,1.20992376247087e-19,35.8607993969681
"PIK3R3",0.582470007493344,2.44233564382561,9.54524659915409,9.91854751468869e-21,1.27132441379451e-19,35.811287325305
"CCR7",0.632753835328136,-1.00253270907053,9.54391387125893,1.00361760820699e-20,1.28564536642154e-19,35.7996338173503
"KIAA1671",0.647523953944427,0.667119184632354,9.54210245349443,1.0198272404211e-20,1.30564251285404e-19,35.783796771649
"ZNF639",-0.344571949419191,3.75921715611504,-9.5400551771816,1.03845975937954e-20,1.32871627462597e-19,35.7659006552848
"SPRN",0.522407499830371,0.138265288781101,9.53905278893248,1.04770517314089e-20,1.33938246234484e-19,35.7571395192751
"DDX46",-0.327194151593268,4.77366253662317,-9.53901823938418,1.04802528604771e-20,1.33938246234484e-19,35.7568375608532
"VANGL1",-0.386820595008619,3.00928206119127,-9.5379838106325,1.0576546034263e-20,1.35089647178541e-19,35.7477972146071
"MRPS7",-0.293244159252329,5.78001259031027,-9.5367772501287,1.06899701586131e-20,1.36458377127229e-19,35.7372535631515
"CMPK2",0.883440734474207,-0.744512676481416,9.53635666036242,1.07297906651133e-20,1.36886498005163e-19,35.7335784582341
"C8G",0.816163647512333,-1.15978573575572,9.53502878337297,1.08564776514225e-20,1.38421678188704e-19,35.7219763828621
"GGH",-0.469748992031057,4.61826115560899,-9.53302355926145,1.10506001296203e-20,1.40814372411946e-19,35.7044586681772
"KPNB1",-0.351670266549144,6.91034360740384,-9.53208973128185,1.11421718416784e-20,1.41898260917693e-19,35.6963017599111
"ACTG1",-0.427158456643523,11.6107285151981,-9.53197963403625,1.1153017442166e-20,1.41953417093924e-19,35.6953401137214
"PCK2",-0.551560382566077,4.08233327728975,-9.53092859086171,1.12570826917222e-20,1.4319429763726e-19,35.6861602263347
"CAMK2N2",0.575580598828764,0.605055788029091,9.52978412880713,1.1371491295562e-20,1.44565224813475e-19,35.6761653719397
"SLAMF8",0.642861962268135,-2.21593592204913,9.52854342975141,1.14968215181801e-20,1.46073318298044e-19,35.6653311883589
"AMOT",-0.738903671216776,0.927960212042203,-9.5249549981214,1.18670615506589e-20,1.50689551974859e-19,35.6340024719276
"TOLLIP",0.373220879120935,4.68080257978197,9.52272929471905,1.21026085320711e-20,1.53591054114053e-19,35.6145759686787
"HMGN3",-0.362662988946215,5.26101923196589,-9.51920911304715,1.24846368391902e-20,1.58347052809054e-19,35.5838586648116
"PRDM5",-0.487156364593248,1.33052596135891,-9.51769462254084,1.26526489338649e-20,1.60384654024966e-19,35.5706460510423
"PDK4",0.997211191624957,-0.133990788176819,9.51749905432311,1.26745071601884e-20,1.60568320360759e-19,35.5689400161679
"BRSK2",0.66776735202903,-1.06283074921831,9.51521794809042,1.29322398940448e-20,1.63738237821752e-19,35.5490429989145
"TSPAN1",0.951148615099027,0.440567463788379,9.51366625617247,1.31105183312783e-20,1.65899067618209e-19,35.53551059466
"LMF1",0.452723595434041,2.29521828237143,9.51194388983349,1.33112571954627e-20,1.6834143603548e-19,35.5204918850742
"NRBF2",0.387234213593191,4.69339957089158,9.51158277461862,1.335372896479e-20,1.68780599850797e-19,35.517343316351
"NOL9",-0.268910600821764,2.96935208196785,-9.50947221412675,1.36046555956295e-20,1.71852432132618e-19,35.4989433050881
"EPGN",0.83833030773655,-1.41903649134398,9.50925202871465,1.3631101118171e-20,1.72086728484905e-19,35.4970239099052
"AGPAT5",-0.367796291981369,3.32909661234531,-9.50692630288426,1.39135616124016e-20,1.75550959776625e-19,35.4767524121625
"CHCHD5",-0.353263923665209,3.69655437065388,-9.50126939330683,1.46250210170515e-20,1.8440769009153e-19,35.4274629235065
"FIZ1",-0.268045420951926,2.48914500715268,-9.50121184105445,1.46324413110719e-20,1.8440769009153e-19,35.4269615881141
"GJB5",0.899503851522455,-1.54031412508182,9.48654309836195,1.66505546615364e-20,2.09719991950796e-19,35.2992654651294
"SRD5A3",0.387586047016607,2.94792889992301,9.48451464424666,1.69505007451757e-20,2.13374587658798e-19,35.2816200925179
"ZNF33B",-0.368737752064186,1.88723416390944,-9.48386828618271,1.70471966831896e-20,2.14467907463453e-19,35.2759981338519
"FER1L6-AS2",0.297066770532772,-2.87183382914038,9.48325292441995,1.71397630270266e-20,2.15508041753555e-19,35.2706460754548
"CCNB1IP1",-0.318121466686204,4.76379279507481,-9.48230687228383,1.72830454484785e-20,2.17184290843337e-19,35.2624184307277
"PRNP",0.592910105101785,7.41265374920697,9.48152632459125,1.74021542251277e-20,2.18555008971489e-19,35.2556306647238
"TXLNB",0.614299325774132,-1.68511026857384,9.480045466489,1.76303661350986e-20,2.21293593366243e-19,35.2427541721555
"MEIS2",-0.557857114055467,3.29085458438894,-9.4792143942097,1.77597366027409e-20,2.22789096473071e-19,35.2355284929636
"MAPK8IP2",0.575988974667517,-0.840355597761747,9.47783192071016,1.79770276460505e-20,2.25385173997376e-19,35.2235098809884
"PTPRG-AS1",-0.567777916913867,0.236495577504583,-9.47619459781286,1.8237782128313e-20,2.28522870946487e-19,35.2092776164712
"THG1L",-0.334971852529269,2.99261410836185,-9.47471003336915,1.84774443229368e-20,2.3139282287172e-19,35.1963749660518
"CCDC71",-0.241434632654241,4.03373943682741,-9.47368463444588,1.86447989298878e-20,2.33354490914563e-19,35.1874640028834
"LINC00622",0.582491132694742,-0.979387148929765,9.47164572389506,1.89820400842208e-20,2.37438951455322e-19,35.1697477753982
"PIGZ",0.572681779029565,0.537340890452843,9.47046167035295,1.91806507023476e-20,2.39785644752814e-19,35.1594609197334
"MAML1",-0.297995752269753,3.76202220034647,-9.47016239303205,1.92311757629191e-20,2.40279426533262e-19,35.1568610195258
"LINC01204",0.718277842816313,-1.05233390852568,9.46905520377746,1.9419243665407e-20,2.4249015442362e-19,35.1472431746056
"LCE1E",0.654761849676623,-2.69244293723473,9.46894061440896,1.94388115799857e-20,2.42595477851024e-19,35.1462478223404
"EDEM3",0.381924555284505,4.16313792889577,9.46599534924374,1.9948516296124e-20,2.48759476183114e-19,35.1206679596695
"PNPLA8",0.345350225637499,3.85733129325973,9.46595519526682,1.99555559599855e-20,2.48759476183114e-19,35.1203192651563
"ANKRD18B",-0.624427431068452,0.0814834242558364,-9.46036821612692,2.09594156230502e-20,2.61123880175108e-19,35.0718143627638
"CCDC87",0.436223327610784,-1.26494028223343,9.45358242698202,2.22461254461492e-20,2.76996041983767e-19,35.0129338735002
"MCTP1",0.868163234144699,0.844957245180155,9.45090808469712,2.2774449173249e-20,2.834124771474e-19,34.9897382375301
"KRT15",0.828937507078595,1.2403123167716,9.44102334122492,2.48372816604585e-20,3.08906602386638e-19,34.9040515810983
"EMC9",-0.293870589681152,3.74800496535305,-9.44075061633244,2.48967442976418e-20,3.09469514116152e-19,34.9016885082531
"ST8SIA5",0.387178469928751,-2.49634268030237,9.43975531451876,2.51149498421218e-20,3.12003852371628e-19,34.8930650252109
"MUTYH",-0.434798211741311,2.31386765512597,-9.43967427578069,2.5132799555052e-20,3.12047693620845e-19,34.89236292377
